Category_item,Weight_kg,Volumetric_Weight_kg,Fragility,Moisture_Sens,Shipping_Mode,Distance_km,Packaging_Used,Cost_USD,CO2_Emission_kg_item,Material_ID,Material_Name,Category_material,Density_kg_m3,Tensile_Strength_MPa,Cost_per_kg,CO2_Emission_kg_material,Biodegradable,co2_impact_index,cost_efficiency_index,environmental_impact_score,material_suitability_score,sustainability_score,sustainability_rating,Item_Volume_m3
Furniture,15.95,5.02,10,False,Road,2102,Mushroom Pkg (Mycelium),8.38,16.763,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,52.89,84.1,17.05,2.79,5.919061236418695,A,0.025088
Furniture,11.58,31.8,4,False,Road,1080,Wood Crate,13.52,17.172,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,52.22,22.1,23.42,16.15,1.1323654512226535,C,0.159005
Home Decor,2.9,1.38,10,False,Road,691,Mushroom Pkg (Mycelium),3.16,1.002,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,86.04,40.2,5.05,2.79,9.552473355945873,A,0.006912
Electronics,2.22,0.1,8,True,Air,2423,Mushroom Pkg (Mycelium),2.49,13.448,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,36.8,31.09,22.87,4.15,1.6313073182637814,B,0.000486
Electronics,1.78,0.23,8,True,Air,959,Mushroom Pkg (Mycelium),2.31,4.268,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,59.92,26.78,14.5,4.15,2.2162757092223653,B,0.001152
Electronics,0.17,0.0,5,True,Air,2971,PLA Bioplastic,1.07,1.263,575.0,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,78.16,3.19,12.43,33.25,0.3079645769940002,E,0.0
Electronics,0.31,0.02,9,True,Air,1684,Mushroom Pkg (Mycelium),1.92,1.305,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,80.32,5.79,7.12,3.72,0.975842559572674,C,9.1e-05
Clothing,1.15,1.23,3,False,Air,2683,Kraft Paper Mailer,1.09,8.25,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,45.15,6.48,29.43,39.39,0.2642201745083189,E,0.00616
Clothing,0.29,0.18,1,False,Air,2332,Kraft Paper Mailer,0.32,1.691,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,74.74,1.23,13.55,78.9,0.1089298812597873,E,0.000912
Clothing,1.16,1.17,3,False,Air,1258,Kraft Paper Mailer,1.07,3.68,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,58.76,6.26,22.12,39.39,0.3396021546291973,E,0.005852
Electronics,0.11,0.0,5,True,Road,206,Honeycomb Paper,1.04,0.011,602.0,Honeycomb Paper,Paper,380,42.0,1.95,0.75,Yes,99.24,0.75,0.36,18.57,2.499993055574845,B,0.0
Clothing,0.2,0.18,1,False,Road,578,Kraft Paper Mailer,0.28,0.058,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,96.96,0.83,1.63,78.9,0.6110425699125338,D,0.000924
Electronics,15.93,7.37,9,True,Road,1662,Mushroom Pkg (Mycelium),8.17,13.238,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,55.85,77.48,15.98,3.72,5.818272476954164,A,0.03685
Clothing,1.01,3.82,3,True,Air,2156,Kraft Paper Mailer,2.13,20.59,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,26.82,10.7,39.26,39.39,0.3270504246803253,E,0.01908
Home Decor,1.54,0.95,9,False,Road,486,Mushroom Pkg (Mycelium),2.42,0.374,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,92.74,24.83,2.63,3.08,11.329273258831458,A,0.004732
Clothing,0.27,0.09,1,False,Road,764,Kraft Paper Mailer,0.31,0.103,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,95.57,1.16,2.38,78.9,0.5848737038345782,D,0.00046
Electronics,0.2,0.0,5,True,Air,968,Honeycomb Paper,1.08,0.484,602.0,Honeycomb Paper,Paper,380,42.0,1.95,0.75,Yes,89.03,1.83,5.17,18.57,0.4247581383446541,D,0.0
Clothing,0.24,0.09,2,False,Road,689,Kraft Paper Mailer,0.5,0.083,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,96.16,1.35,2.06,52.56,0.7864073852391334,D,0.000432
Home Decor,2.36,0.98,9,False,Air,1138,Mushroom Pkg (Mycelium),2.74,6.714,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,51.02,33.85,17.72,3.08,2.2923249270696995,B,0.004914
Clothing,0.83,1.46,4,False,Air,1344,Kraft Paper Mailer,1.38,4.906,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,55.43,8.27,23.91,31.48,0.4150564443723778,D,0.007308
Electronics,21.93,8.42,10,True,Road,323,Mushroom Pkg (Mycelium),10.77,3.542,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,66.9,90.02,11.98,3.37,9.017027627960964,A,0.04209
Beauty,0.41,0.05,8,True,Air,2152,Mushroom Pkg (Mycelium),1.76,2.206,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,72.54,7.62,9.94,4.15,0.91991942455539,C,0.00025
Electronics,1.72,0.23,8,True,Road,153,Mushroom Pkg (Mycelium),2.29,0.132,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,94.88,26.08,1.85,4.15,16.91674761256886,A,0.00114
Clothing,1.38,3.7,2,True,Air,1884,Kraft Paper Mailer,1.88,17.427,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,29.93,7.65,37.59,52.56,0.2442138801752093,E,0.018522
Beauty,0.72,0.19,4,True,Road,539,PLA Bioplastic,1.09,0.194,575.0,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,85.79,12.19,8.09,39.92,1.8081579965194072,B,0.000931
Home Decor,2.41,1.26,10,False,Air,2387,Mushroom Pkg (Mycelium),2.96,14.382,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,35.3,35.58,23.41,2.79,1.8238358896268303,B,0.0063
Clothing,1.14,1.25,5,False,Air,2963,Kraft Paper Mailer,1.5,9.259,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,42.99,8.13,30.58,26.22,0.3190320366568988,E,0.006264
Furniture,16.97,5.55,10,False,Road,2374,Mushroom Pkg (Mycelium),8.79,20.143,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,50.37,85.31,17.96,2.79,5.699999682628079,A,0.02773
Furniture,10.44,42.03,6,False,Road,269,Wood Crate,18.01,5.653,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,64.83,33.23,17.24,11.5,2.3129929052788336,B,0.210145
Electronics,18.73,6.6,10,True,Road,1357,Mushroom Pkg (Mycelium),9.49,12.708,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,55.87,87.23,15.97,3.37,6.554539351625588,A,0.03302
Beauty,0.28,0.04,9,True,Road,293,Mushroom Pkg (Mycelium),1.91,0.041,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,99.27,5.19,0.26,3.72,23.953754024022988,A,0.000225
Clothing,1.03,1.53,4,False,Air,2107,Kraft Paper Mailer,1.41,8.059,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,45.88,8.5,29.03,31.48,0.3513606492814106,E,0.007657
Clothing,0.26,0.21,1,False,Air,2185,Styrofoam (EPS),0.3,1.42,105.0,Woven Styrofoam (EPS),Plastic,27,0.52,1.93,3.6,No,71.99,1.65,13.74,0.57,0.096069862003649,E,0.00105
Clothing,0.25,0.21,2,False,Air,2969,Kraft Paper Mailer,0.5,1.856,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,73.78,1.43,14.07,52.56,0.1219616118008804,E,0.00104
Clothing,0.15,0.21,2,False,Air,1993,Kraft Paper Mailer,0.48,1.046,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,81.99,1.17,9.66,52.56,0.145341599861118,E,0.00105
Electronics,1.77,0.12,9,True,Air,2008,Mushroom Pkg (Mycelium),2.51,8.885,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,45.67,27.59,19.66,3.72,1.6840283985743438,B,0.000589
Beauty,0.56,0.18,5,True,Air,2275,Wood Crate,1.22,3.185,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,65.87,4.88,16.73,13.44,0.3500298655092728,E,0.000882
Electronics,0.15,0.0,6,True,Road,494,Honeycomb Paper,1.26,0.037,602.0,Honeycomb Paper,Paper,380,42.0,1.95,0.75,Yes,98.45,1.26,0.73,15.9,2.0712300394109047,B,2e-05
Clothing,1.67,3.58,3,True,Air,2925,Kraft Paper Mailer,2.03,26.179,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,21.04,10.51,42.36,39.39,0.2977337040195065,E,0.017901
Home Decor,1.32,1.13,10,False,Air,1716,Mushroom Pkg (Mycelium),2.53,5.663,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,54.93,22.56,16.31,2.79,1.6598404868276833,B,0.00567
Furniture,17.12,4.7,10,False,Road,1878,Mushroom Pkg (Mycelium),8.85,16.076,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,53.26,85.48,16.91,2.79,6.065996093081249,A,0.02352
Clothing,0.99,1.37,5,False,Air,1056,Kraft Paper Mailer,1.55,3.617,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,59.74,8.67,21.6,26.22,0.4816666443672849,D,0.00684
Furniture,63.86,238.46,6,False,Road,974,Wood Crate,96.58,116.13,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,23.17,35.2,37.67,11.5,1.1213166678705424,C,1.19232
Electronics,24.96,6.53,10,True,Road,68,Mushroom Pkg (Mycelium),11.98,0.849,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,71.5,92.12,10.31,3.37,10.722016418815093,A,0.03266
Beauty,0.85,0.26,5,True,Air,2935,PLA Bioplastic,1.34,6.237,575.0,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,49.03,14.77,29.01,33.25,0.6109617162715713,D,0.00128
Clothing,0.18,0.1,1,False,Air,1436,Kraft Paper Mailer,0.27,0.646,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,86.34,0.73,7.33,78.9,0.1195088513630489,E,0.000483
Clothing,0.99,1.13,3,False,Air,2407,Kraft Paper Mailer,1.05,6.8,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,49.13,6.15,27.29,39.39,0.270428718562524,E,0.005643
Furniture,13.03,35.9,5,False,Road,2965,Wood Crate,15.36,53.222,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,36.58,27.62,31.09,13.44,1.066066224957664,C,0.17952
Furniture,13.74,37.58,5,False,Road,981,Wood Crate,16.03,18.433,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,50.89,27.71,24.08,13.44,1.3808969526205586,C,0.18792
Clothing,0.16,0.2,1,False,Air,1205,Kraft Paper Mailer,0.28,0.603,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,87.17,0.83,6.88,78.9,0.1447674208186888,E,0.001
Furniture,40.51,269.36,8,False,Road,398,Wood Crate,109.34,53.603,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,34.46,47.05,32.13,8.92,1.7572361731330166,B,1.3468
Electronics,17.29,6.09,9,True,Road,1960,Mushroom Pkg (Mycelium),8.72,16.944,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,52.57,78.8,17.16,3.72,5.510489189365432,A,0.030464
Electronics,2.2,0.12,8,True,Air,1293,Mushroom Pkg (Mycelium),2.48,7.112,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,49.97,30.93,18.1,4.15,2.050607621513391,B,0.000589
Beauty,0.24,0.03,10,True,Air,2672,Mushroom Pkg (Mycelium),2.1,1.603,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,77.62,4.41,8.1,3.37,0.6533332526749072,D,0.000144
Electronics,0.18,0.0,6,True,Road,317,Styrofoam (EPS),1.27,0.029,105.0,Woven Styrofoam (EPS),Plastic,27,0.52,1.93,3.6,No,92.49,1.6,3.68,0.11,0.347825992438589,E,0.0
Electronics,0.25,0.02,7,True,Air,1502,Honeycomb Paper,1.5,0.939,602.0,Honeycomb Paper,Paper,380,42.0,1.95,0.75,Yes,82.79,2.48,8.11,13.9,0.3669543320648173,E,8.4e-05
Beauty,0.32,0.04,8,True,Air,869,Mushroom Pkg (Mycelium),1.73,0.695,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,87.37,5.91,4.57,4.15,1.551859616660915,B,0.00018
Clothing,1.34,4.0,4,True,Air,2010,Wood Crate,2.4,20.1,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,28.05,15.46,35.27,16.15,0.5259994180323385,D,0.01998
Furniture,47.16,270.12,5,False,Road,2511,Wood Crate,109.05,339.136,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,8.05,29.31,45.08,13.44,0.7802129374398196,D,1.350622
Beauty,0.27,0.04,9,True,Air,1292,Mushroom Pkg (Mycelium),1.91,0.872,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,85.2,4.98,5.36,3.72,1.114925165125902,C,0.0002
Furniture,18.38,4.54,10,False,Road,1894,Mushroom Pkg (Mycelium),9.35,17.406,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,52.08,86.88,17.34,2.79,6.01245640066572,A,0.022692
Home Decor,1.49,1.05,9,False,Air,2278,Mushroom Pkg (Mycelium),2.4,8.486,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,46.74,24.21,19.27,3.08,1.5076283597494362,B,0.005239
Beauty,0.51,0.24,3,True,Air,1093,PLA Bioplastic,0.8,1.394,575.0,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,71.93,8.63,15.98,49.94,0.6480600345394222,D,0.001176
Clothing,0.9,1.3,4,False,Air,1434,Kraft Paper Mailer,1.32,4.66,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,56.04,7.65,23.58,31.48,0.3893129605889329,D,0.00648
Electronics,0.27,0.02,9,True,Air,2050,Mushroom Pkg (Mycelium),1.91,1.384,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,79.61,4.98,7.38,3.72,0.809755987837942,D,9e-05
Furniture,14.32,39.97,5,False,Road,2302,Wood Crate,16.99,46.005,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,38.56,27.81,30.12,13.44,1.1079680907049103,C,0.199836
Home Decor,2.77,1.09,10,False,Air,2322,Mushroom Pkg (Mycelium),3.11,16.08,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,32.8,38.99,24.32,2.79,1.9238486051049093,B,0.00546
Furniture,18.0,4.61,9,False,Road,1671,Mushroom Pkg (Mycelium),9.0,15.039,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,53.96,79.49,16.66,3.08,5.725569884419574,A,0.02304
Clothing,0.89,1.51,4,False,Air,2611,Kraft Paper Mailer,1.4,9.857,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,42.29,8.45,30.96,31.48,0.3275193692661702,E,0.00756
Beauty,0.48,0.04,9,True,Air,1212,Mushroom Pkg (Mycelium),1.99,1.454,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,78.58,8.99,7.75,3.72,1.3919998203871198,C,0.0002
Clothing,1.67,4.16,2,True,Air,1065,Kraft Paper Mailer,2.06,11.076,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,38.55,7.86,32.97,52.56,0.286078244280308,E,0.0208
Furniture,77.28,298.2,8,False,Road,820,Wood Crate,120.88,122.262,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,22.05,47.12,38.21,8.92,1.4798219973875424,B,1.491006
Electronics,0.2,0.0,5,True,Air,1364,Honeycomb Paper,1.08,0.682,602.0,Honeycomb Paper,Paper,380,42.0,1.95,0.75,Yes,86.32,1.83,6.44,18.57,0.3409937358705379,E,2e-05
Clothing,1.52,4.26,3,True,Air,2655,Recycled PET Box,2.3,28.276,320.0,Recycled PVC Film,Plastic,1279,39.86,1.59,1.476,No,18.98,11.62,85.34,31.81,0.1089289886462504,E,0.02132
Furniture,42.17,308.46,5,False,Road,1795,Wood Crate,124.38,276.843,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,11.18,29.35,43.54,13.44,0.8089113273102589,D,1.5423
Clothing,1.71,4.21,4,True,Air,1349,Kraft Paper Mailer,2.48,14.198,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,33.66,13.68,35.59,31.48,0.4612531480400913,D,0.02107
Electronics,1.88,0.25,8,True,Air,1962,Mushroom Pkg (Mycelium),2.35,9.221,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,44.86,27.82,19.95,4.15,1.6733833747677505,B,0.00126
Electronics,0.25,0.0,9,True,Air,1007,Mushroom Pkg (Mycelium),1.9,0.629,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,88.45,4.59,4.18,3.72,1.317703034042336,C,0.0
Clothing,0.87,1.51,4,False,Air,2366,Kraft Paper Mailer,1.4,8.932,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,44.28,8.45,29.89,31.48,0.3392438829292778,E,0.00756
Beauty,0.58,0.2,5,True,Air,986,PLA Bioplastic,1.23,1.43,575.0,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,70.77,10.8,16.64,33.25,0.7788461070404984,D,0.001008
Furniture,14.43,38.23,4,False,Road,1811,Wood Crate,16.09,34.617,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,42.52,22.34,28.18,16.15,0.9513129541762612,C,0.19116
Furniture,13.15,6.17,10,False,Road,469,Mushroom Pkg (Mycelium),7.26,3.084,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,71.23,80.0,10.41,2.79,9.221901131421602,A,0.030875
Electronics,0.22,0.0,8,True,Road,261,Mushroom Pkg (Mycelium),1.69,0.029,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,99.6,3.96,0.14,4.15,33.942614695609315,A,0.0
Electronics,1.71,0.11,7,True,Air,943,Honeycomb Paper,2.08,4.031,602.0,Honeycomb Paper,Paper,380,42.0,1.95,0.75,Yes,57.04,14.94,20.24,13.9,0.8857707072247675,C,0.000558
Beauty,0.24,0.03,9,True,Air,1833,Mushroom Pkg (Mycelium),1.9,1.1,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,82.61,4.38,6.29,3.72,0.8356119498232194,D,0.000144
Beauty,0.6,0.22,4,True,Air,2158,PLA Bioplastic,1.04,3.237,575.0,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,60.83,10.56,22.29,39.92,0.5685060310226097,D,0.00112
Clothing,1.04,1.36,3,False,Air,2742,Kraft Paper Mailer,1.14,9.323,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,43.07,6.89,30.54,39.39,0.2707269066559624,E,0.00682
Beauty,0.91,0.21,4,True,Air,997,PLA Bioplastic,1.16,2.268,575.0,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,62.56,14.6,21.31,39.92,0.8221491871351859,D,0.001064
Furniture,13.99,38.5,4,False,Road,2449,Wood Crate,16.2,47.143,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,38.24,22.34,30.28,16.15,0.8853368267722315,C,0.192512
Electronics,21.68,7.87,9,True,Road,2505,Mushroom Pkg (Mycelium),10.47,27.154,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,45.94,82.33,19.56,3.72,5.050919987171779,B,0.039325
Electronics,2.06,0.11,7,True,Air,1540,Honeycomb Paper,2.22,7.931,602.0,Honeycomb Paper,Paper,380,42.0,1.95,0.75,Yes,45.05,16.95,25.89,13.9,0.7856314876156242,D,0.000532
Beauty,0.39,0.03,10,True,Road,694,Mushroom Pkg (Mycelium),2.16,0.135,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,97.7,7.36,0.83,3.37,10.640951034998752,A,0.00016
Clothing,1.85,3.86,2,True,Air,989,Kraft Paper Mailer,1.94,9.544,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,40.98,7.74,31.66,52.56,0.2933670153705933,E,0.01932
Furniture,11.43,33.26,5,False,Road,432,Wood Crate,14.3,7.184,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,62.11,27.48,18.58,13.44,1.7748115298809723,B,0.16632
Home Decor,2.87,1.13,10,False,Air,1904,Mushroom Pkg (Mycelium),3.15,13.661,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,36.28,39.9,23.06,2.79,2.0763225465601667,B,0.00567
Electronics,0.29,0.0,8,True,Road,431,Bubble Wrap (LDPE),1.72,0.062,34.0,Standard Bubble Wrap (LDPE),Plastic,890,9.68,2.13,2.807,No,90.72,3.32,9.28,3.32,0.286206865710467,E,0.0
Clothing,1.23,3.65,4,True,Air,1659,Kraft Paper Mailer,2.26,15.138,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,33.04,12.99,35.92,31.48,0.4339643531747117,D,0.018252
Furniture,10.03,41.52,4,False,Road,89,Wood Crate,17.41,1.848,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,73.03,22.42,13.22,16.15,2.035098181913905,B,0.207576
Beauty,0.51,0.18,3,True,Air,1182,PLA Bioplastic,0.8,1.507,575.0,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,71.15,8.63,16.42,49.94,0.630694236863932,D,0.000882
Electronics,0.21,0.0,8,True,Air,910,Mushroom Pkg (Mycelium),1.68,0.478,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,90.8,3.77,3.33,4.15,1.3585581505831377,C,0.0
Home Decor,2.6,1.4,10,False,Air,2868,Mushroom Pkg (Mycelium),3.04,18.642,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,29.62,37.41,25.47,2.79,1.7625441004105182,B,0.006975
Electronics,0.2,0.0,5,True,Air,1033,Honeycomb Paper,1.08,0.517,602.0,Honeycomb Paper,Paper,380,42.0,1.95,0.75,Yes,88.55,1.83,5.39,18.57,0.4074210746899676,D,1.6e-05
Beauty,0.79,0.21,3,True,Air,1290,PLA Bioplastic,0.92,2.548,575.0,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,62.31,11.87,21.45,49.94,0.6640559130976262,D,0.001029
Electronics,16.26,9.15,9,True,Road,2835,Mushroom Pkg (Mycelium),8.3,23.049,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,48.66,77.85,18.58,3.72,5.027986812271968,B,0.04575
Clothing,1.18,1.25,5,False,Air,1379,Kraft Paper Mailer,1.5,4.309,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,56.28,8.13,23.45,26.22,0.4160340973972666,D,0.006237
Beauty,0.32,0.05,8,True,Air,1614,Mushroom Pkg (Mycelium),1.73,1.291,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,80.44,5.91,7.08,4.15,1.0016947737719244,C,0.00025
Beauty,0.34,0.04,8,True,Air,1565,Mushroom Pkg (Mycelium),1.74,1.33,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,80.02,6.28,7.23,4.15,1.0423235072858217,C,0.0002
Electronics,1.59,0.11,7,True,Air,1276,Honeycomb Paper,2.04,5.072,602.0,Honeycomb Paper,Paper,380,42.0,1.95,0.75,Yes,53.71,14.13,21.81,13.9,0.7774415049316138,D,0.00056
Electronics,15.43,8.84,10,True,Road,321,Mushroom Pkg (Mycelium),8.17,2.477,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,71.72,83.44,10.23,3.37,9.787682327694789,A,0.0442
Beauty,0.43,0.03,8,True,Air,1645,Mushroom Pkg (Mycelium),1.77,1.768,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,75.9,7.97,8.72,4.15,1.0967888650471485,C,0.00016
Clothing,1.17,3.78,3,True,Air,963,Kraft Paper Mailer,2.11,9.1,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,43.26,10.69,30.44,39.39,0.4214191714382663,D,0.0189
Electronics,2.22,0.13,8,True,Road,617,Mushroom Pkg (Mycelium),2.49,0.685,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,89.06,31.09,3.96,4.15,9.421209742118752,A,0.000672
Clothing,1.29,3.3,3,True,Air,1292,Kraft Paper Mailer,1.92,10.659,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,39.97,10.23,32.2,39.39,0.3812422241850241,D,0.016497
Furniture,19.33,4.68,10,False,Road,2413,Mushroom Pkg (Mycelium),9.73,23.322,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,48.18,87.81,18.75,2.79,5.619839700275215,A,0.0234
Clothing,1.88,3.6,2,True,Road,529,Kraft Paper Mailer,1.84,0.952,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,79.25,7.6,11.13,52.56,0.8194069344647856,D,0.018
Electronics,0.34,0.0,7,True,Air,1854,Honeycomb Paper,1.54,1.576,602.0,Honeycomb Paper,Paper,380,42.0,1.95,0.75,Yes,76.02,3.51,11.3,13.9,0.372743329845723,D,0.0
Beauty,0.85,0.26,5,True,Air,809,PLA Bioplastic,1.34,1.719,575.0,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,65.93,14.77,19.39,33.25,0.9140793752408778,C,0.00128
Furniture,12.88,31.72,4,False,Road,130,Wood Crate,13.49,2.062,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,70.41,22.1,14.51,16.15,1.8277049050513503,B,0.158592
Electronics,1.79,0.19,8,True,Air,1958,Mushroom Pkg (Mycelium),2.32,8.762,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,45.95,26.81,19.56,4.15,1.644785191984397,B,0.000972
